,is_not_hispanic,derived_race,is_male,action_taken,preapproval_requested,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age,log_loan_to_value_ratio,mid_debt_to_income_ratio,debt
10390,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,405000.0,95.0,2,2,120.0,36%-<50%,25-34,6.569855608330948,0.38,45.6
10391,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,FHA-insured,Home Purchase,235000.0,80.0,2,2,90.0,20%-<30%,45-54,6.321928094887363,0.25,22.5
10392,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,FHA-insured,Refinancing,285000.0,86.49,2,2,64.0,36%-<50%,45-54,6.434461432441338,0.38,24.32
10393,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,VA-guaranteed,Home Purchase,345000.0,100.0,2,2,72.0,50%-60%,25-34,6.643856189774724,0.55,39.6
10394,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,805000.0,72.727,2,2,217.0,36%-<50%,35-44,6.18441916102088,0.38,82.46000000000001
10395,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,245000.0,80.0,2,2,101.0,20%-<30%,35-44,6.321928094887363,0.25,25.25
10396,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,205000.0,66.452,2,2,110.0,36%-<50%,45-54,6.054240715708009,0.38,41.8
10397,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,265000.0,69.191,2,2,50.0,>60%,35-44,6.112512486798595,0.65,32.5
10398,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,85000.0,25.806,2,2,21.0,30%-<36%,45-54,4.6896346320037186,0.33,6.930000000000001
10399,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,285000.0,75.0,2,2,90.0,36%-<50%,55-64,6.22881869049588,0.38,34.2
10400,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,75000.0,27.273,2,2,52.0,<20%,55-64,4.769401498736858,0.15,7.8
10401,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,105000.0,36.364,2,2,52.0,20%-<30%,55-64,5.184438998015702,0.25,13.0
10402,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,VA-guaranteed,Refinancing,175000.0,65.637,2,2,38.0,36%-<50%,55-64,6.03643739553011,0.38,14.44
10403,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,FHA-insured,Home Purchase,865000.0,96.498,2,2,179.0,36%-<50%,45-54,6.592427136542872,0.38,68.02
10404,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,135000.0,90.0,2,2,89.0,30%-<36%,25-34,6.491853096329675,0.33,29.37
10405,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,FHA-insured,Home Purchase,245000.0,80.0,2,2,61.0,36%-<50%,35-44,6.321928094887363,0.38,23.18
10406,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,365000.0,48.98,2,2,334.0,20%-<30%,55-64,5.614120868789254,0.25,83.5
10407,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,FHA-insured,Refinancing,595000.0,81.755,2,2,111.0,36%-<50%,45-54,6.353235061028577,0.38,42.18
10408,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,455000.0,75.0,2,2,129.0,30%-<36%,55-64,6.22881869049588,0.33,42.57
10409,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,665000.0,71.892,2,2,112.0,36%-<50%,35-44,6.167759334224198,0.38,42.56
10410,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,415000.0,56.081,2,2,72.0,36%-<50%,55-64,5.809440169667036,0.38,27.36
10411,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,675000.0,95.0,2,2,708.0,<20%,45-54,6.569855608330948,0.15,106.2
10412,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,295000.0,90.0,2,2,94.0,36%-<50%,25-34,6.491853096329675,0.38,35.72
10413,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,335000.0,95.0,2,2,81.0,36%-<50%,25-34,6.569855608330948,0.38,30.78
10414,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,68.651,2,2,138.0,20%-<30%,35-44,6.101208830329416,0.25,34.5
10415,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,195000.0,75.0,2,2,72.0,20%-<30%,<25,6.22881869049588,0.25,18.0
10416,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,VA-guaranteed,Home Purchase,375000.0,90.0,2,2,118.0,20%-<30%,35-44,6.491853096329675,0.25,29.5
10417,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,FHA-insured,Refinancing,355000.0,82.964,2,2,68.0,50%-60%,45-54,6.3744135483568,0.55,37.400000000000006
10418,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,485000.0,48.4,2,2,91.0,36%-<50%,65-74,5.596935142387232,0.38,34.58
10419,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Purchase,295000.0,97.0,2,2,78.0,36%-<50%,25-34,6.599912842187128,0.38,29.64
10420,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,295000.0,97.0,2,2,89.0,30%-<36%,25-34,6.599912842187128,0.33,29.37
10421,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,375000.0,74.118,2,2,100.0,36%-<50%,35-44,6.211752047096968,0.38,38.0
10422,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,505000.0,85.408,2,2,105.0,36%-<50%,25-34,6.416299305479879,0.38,39.9
10423,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,375000.0,75.0,2,2,139.0,20%-<30%,35-44,6.22881869049588,0.25,34.75
10424,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,315000.0,22.727,2,2,30.0,>60%,>74,4.5063353535804245,0.65,19.5
10425,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Purchase,85000.0,80.0,2,2,60.0,36%-<50%,65-74,6.321928094887363,0.38,22.8
10426,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,FHA-insured,Home Purchase,305000.0,96.5,2,2,100.0,36%-<50%,35-44,6.592457037268081,0.38,38.0
10427,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,325000.0,97.0,2,2,150.0,30%-<36%,35-44,6.599912842187128,0.33,49.5
10428,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,235000.0,48.421,2,2,123.0,<20%,35-44,5.597560969353154,0.15,18.45
10429,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,205000.0,80.0,2,2,129.0,30%-<36%,45-54,6.321928094887363,0.33,42.57
10430,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,VA-guaranteed,Refinancing,285000.0,100.0,2,2,84.0,36%-<50%,45-54,6.643856189774724,0.38,31.92
10431,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,FHA-insured,Home Purchase,315000.0,96.5,2,2,119.0,36%-<50%,25-34,6.592457037268081,0.38,45.22
10432,Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Home Purchase,235000.0,101.353,2,2,51.0,36%-<50%,45-54,6.663244982290117,0.38,19.38
10433,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Home Purchase,555000.0,70.0,2,2,186.0,20%-<30%,45-54,6.129283016944966,0.25,46.5
10434,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,615000.0,85.0,2,2,134.0,36%-<50%,35-44,6.409390936137702,0.38,50.92
10435,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,405000.0,60.0,2,2,73.0,36%-<50%,55-64,5.906890595608519,0.38,27.740000000000002
10436,Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,425000.0,79.245,2,2,62.0,36%-<50%,25-34,6.308248005498796,0.38,23.56
10437,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,395000.0,62.264,2,2,93.0,>60%,35-44,5.960326357123217,0.65,60.45
10438,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,285000.0,100.965,2,2,65.0,36%-<50%,25-34,6.657711452281797,0.38,24.7
10439,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,725000.0,90.0,2,2,249.0,36%-<50%,25-34,6.491853096329675,0.38,94.62
10440,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,72.835,2,2,135.0,36%-<50%,45-54,6.186559982018214,0.38,51.3
10441,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,425000.0,90.918,2,2,71.0,36%-<50%,25-34,6.506494043211428,0.38,26.98
10442,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,295000.0,97.0,2,2,84.0,36%-<50%,25-34,6.599912842187128,0.38,31.92
10443,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,365000.0,80.0,2,2,192.0,20%-<30%,55-64,6.321928094887363,0.25,48.0
10444,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,FHA-insured,Home Purchase,235000.0,96.493,2,2,58.0,50%-60%,65-74,6.592352382018505,0.55,31.900000000000002
10445,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,845000.0,79.065,2,2,159.0,36%-<50%,35-44,6.3049672876759635,0.38,60.42
10446,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Home Purchase,1505000.0,74.074,2,2,340.0,36%-<50%,35-44,6.210895339802856,0.38,129.2
10447,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,545000.0,69.961,2,2,137.0,36%-<50%,35-44,6.1284790057125385,0.38,52.06
10448,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,295000.0,75.0,2,2,190.0,<20%,45-54,6.22881869049588,0.15,28.5
10449,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,435000.0,80.0,2,2,65.0,36%-<50%,35-44,6.321928094887363,0.38,24.7
10450,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,255000.0,97.0,2,2,73.0,36%-<50%,25-34,6.599912842187128,0.38,27.740000000000002
10451,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,605000.0,79.238,2,2,335.0,<20%,35-44,6.308120561352827,0.15,50.25
10452,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,315000.0,75.0,2,2,199.0,<20%,25-34,6.22881869049588,0.15,29.849999999999998
10453,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,205000.0,65.905,2,2,97.0,36%-<50%,65-74,6.042316016897107,0.38,36.86
10454,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,475000.0,98.309,2,2,80.0,36%-<50%,25-34,6.61925159345737,0.38,30.4
10455,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,225000.0,62.583,2,2,33.0,36%-<50%,65-74,5.967698912644605,0.38,12.540000000000001
10456,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,445000.0,97.0,2,2,87.0,36%-<50%,25-34,6.599912842187128,0.38,33.06
10457,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,255000.0,71.429,2,2,103.0,30%-<36%,65-74,6.15843801874876,0.33,33.99
10458,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,375000.0,95.0,2,2,69.0,36%-<50%,25-34,6.569855608330948,0.38,26.22
10459,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,195000.0,70.182,2,2,89.0,20%-<30%,25-34,6.133029156177861,0.25,22.25
10460,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,155000.0,31.102,2,2,53.0,30%-<36%,45-54,4.958935450076293,0.33,17.490000000000002
10461,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,FHA-insured,Home Purchase,555000.0,94.65,2,2,109.0,36%-<50%,<25,6.564530600816343,0.38,41.42
10462,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,465000.0,84.909,2,2,170.0,30%-<36%,35-44,6.407845576430167,0.33,56.1
10463,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,255000.0,69.583,2,2,269.0,<20%,25-34,6.120662975509736,0.15,40.35
10464,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,665000.0,80.0,2,2,340.0,<20%,25-34,6.321928094887363,0.15,51.0
10465,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,375000.0,33.909,2,2,161.0,36%-<50%,45-54,5.083596333797633,0.38,61.18
10466,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,465000.0,74.984,2,2,77.0,36%-<50%,45-54,6.228510882719828,0.38,29.26
10467,Not Hispanic or Latino,Minority Races,Male,1,No Preapproval Requested,Converntional,Refinancing,175000.0,44.81,2,2,70.0,<20%,35-44,5.485748821377781,0.15,10.5
10468,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,335000.0,88.684,2,2,181.0,20%-<30%,35-44,6.4706019378262205,0.25,45.25
10469,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Home Purchase,155000.0,97.0,2,2,39.0,36%-<50%,25-34,6.599912842187128,0.38,14.82
10470,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,195000.0,44.706,2,2,77.0,<20%,55-64,5.48239656364151,0.15,11.549999999999999
10471,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,465000.0,46.0,2,2,159.0,20%-<30%,45-54,5.523561956057013,0.25,39.75
10472,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,265000.0,53.0,2,2,84.0,50%-60%,65-74,5.727920454563199,0.55,46.2
10473,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,455000.0,75.517,2,2,77.0,36%-<50%,45-54,6.238729547999582,0.38,29.26
10474,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Refinancing,375000.0,55.018,2,2,60.0,36%-<50%,45-54,5.781831791020482,0.38,22.8
10475,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Home Improvement,105000.0,50.0,2,2,168.0,20%-<30%,35-44,5.643856189774724,0.25,42.0
10476,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,315000.0,80.0,2,2,398.0,30%-<36%,35-44,6.321928094887363,0.33,131.34
10477,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,665000.0,66.633,2,2,260.0,20%-<30%,55-64,6.058164944034311,0.25,65.0
10478,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,545000.0,58.191,2,2,398.0,30%-<36%,65-74,5.86272413359809,0.33,131.34
10479,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,315000.0,60.695,2,2,61.0,36%-<50%,35-44,5.92350576833181,0.38,23.18
10480,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,265000.0,75.0,2,2,45.0,36%-<50%,55-64,6.22881869049588,0.38,17.1
10481,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,FHA-insured,Refinancing,395000.0,83.88,2,2,60.0,50%-60%,55-64,6.390254956321868,0.55,33.0
10482,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,395000.0,50.817,2,2,60.0,36%-<50%,25-34,5.667239302768296,0.38,22.8
10483,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,365000.0,55.385,2,2,110.0,>60%,65-74,5.791423396869357,0.65,71.5
10484,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,685000.0,73.191,2,2,114.0,36%-<50%,45-54,6.193594351953431,0.38,43.32
10485,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,VA-guaranteed,Home Purchase,295000.0,128.889,2,2,136.0,36%-<50%,35-44,7.009985332274708,0.38,51.68
10486,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,285000.0,69.39,2,2,119.0,20%-<30%,>74,6.116655861582622,0.25,29.75
10487,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,225000.0,61.111,2,2,64.0,36%-<50%,45-54,5.933360183885433,0.38,24.32
10488,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,355000.0,80.0,2,2,85.0,30%-<36%,<25,6.321928094887363,0.33,28.05
10489,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,405000.0,95.0,2,2,100.0,36%-<50%,25-34,6.569855608330948,0.38,38.0
10490,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,305000.0,45.113,2,2,220.0,36%-<50%,45-54,5.495471322891233,0.38,83.6
10491,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,325000.0,54.167,2,2,55.0,36%-<50%,55-64,5.759342285290672,0.38,20.9
10492,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,FHA-insured,Refinancing,735000.0,80.0,2,2,161.0,50%-60%,55-64,6.321928094887363,0.55,88.55000000000001
10493,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,405000.0,78.462,2,2,96.0,30%-<36%,45-54,6.293922205134223,0.33,31.68
10494,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,FHA-insured,Home Purchase,515000.0,96.5,2,2,104.0,36%-<50%,35-44,6.592457037268081,0.38,39.52
10495,Not Hispanic or Latino,White,Male,0,No Preapproval Requested,Converntional,Home Purchase,485000.0,96.87,2,2,103.0,30%-<36%,35-44,6.597978036560412,0.33,33.99
10496,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,675000.0,67.745,2,2,107.0,36%-<50%,55-64,6.082042565466087,0.38,40.660000000000004
10497,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,325000.0,65.979,2,2,250.0,<20%,35-44,6.043935006982783,0.15,37.5
10498,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,465000.0,55.132,2,2,118.0,20%-<30%,45-54,5.7848180332970704,0.25,29.5
