,derived_ethnicity,derived_race,derived_sex,action_taken,preapproval,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age
14112,Not Hispanic or Latino,White,Male,3,2,1,32,255000.0,62.0,2,2,127.0,50%-60%,35-44
14113,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,255000.0,56.0,2,2,45.0,46,55-64
14114,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,285000.0,69.0,2,2,48.0,44,65-74
14115,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,245000.0,65.0,2,2,64.0,30%-<36%,55-64
14116,Hispanic or Latino,Race Not Available,Female,1,2,1,32,555000.0,58.0,2,2,108.0,45,45-54
14117,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,305000.0,80.0,2,2,151.0,47,45-54
14118,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,505000.0,85.0,2,2,162.0,38,65-74
14119,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,185000.0,49.0,2,2,110.0,<20%,55-64
14120,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,315000.0,46.0,2,2,115.0,38,55-64
14121,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,185000.0,45.0,2,2,157.0,20%-<30%,45-54
14122,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,335000.0,60.0,2,2,74.0,30%-<36%,55-64
14123,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,285000.0,79.0,2,2,48.0,50%-60%,55-64
14124,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,245000.0,75.0,2,2,60.0,50%-60%,45-54
14125,Ethnicity Not Available,Black or African American,Male,3,2,1,31,135000.0,47.0,2,2,445.0,<20%,35-44
14126,Not Hispanic or Latino,2 or more minority races,Male,1,2,3,32,275000.0,36.0,2,2,75.0,30%-<36%,65-74
14127,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,215000.0,47.0,2,2,44.0,40,65-74
14128,Not Hispanic or Latino,Black or African American,Female,1,2,2,4,445000.0,78.0,2,2,67.0,50%-60%,>74
14129,Not Hispanic or Latino,Race Not Available,Female,3,2,2,31,225000.0,82.0,2,2,78.0,40,45-54
14130,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,245000.0,75.0,2,2,141.0,30%-<36%,55-64
14131,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,355000.0,70.0,2,2,103.0,30%-<36%,55-64
14132,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,245000.0,80.0,2,2,58.0,46,55-64
14133,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,185000.0,61.0,2,2,38.0,36,55-64
14134,Hispanic or Latino,White,Male,1,2,1,32,85000.0,34.0,2,2,39.0,46,55-64
14135,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,285000.0,69.0,2,2,90.0,30%-<36%,45-54
14136,Not Hispanic or Latino,Race Not Available,Female,1,2,2,31,235000.0,65.0,2,2,78.0,40,45-54
14137,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,145000.0,49.0,2,2,469.0,<20%,35-44
14138,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,485000.0,66.0,2,2,113.0,42,65-74
14139,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,125000.0,89.0,2,2,53.0,>60%,55-64
14140,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,255000.0,57.0,2,2,94.0,20%-<30%,45-54
14141,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,285000.0,85.0,2,2,134.0,36,45-54
14142,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,125000.0,55.0,2,2,66.0,46,45-54
14143,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,205000.0,64.0,2,2,35.0,45,65-74
14144,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,135000.0,45.0,2,2,86.0,36,55-64
14145,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,345000.0,52.0,2,2,98.0,30%-<36%,45-54
14146,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,385000.0,78.0,2,2,72.0,37,65-74
14147,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,205000.0,80.0,2,2,52.0,45,65-74
14148,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,345000.0,58.0,2,2,47.0,50%-60%,65-74
14149,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,435000.0,79.0,2,2,75.0,42,55-64
14150,Not Hispanic or Latino,Black or African American,Male,1,2,2,31,635000.0,,2,2,,,35-44
14151,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,145000.0,,2,2,,,65-74
14152,Ethnicity Not Available,Race Not Available,Male,1,2,1,32,295000.0,63.0,2,2,176.0,45,55-64
14153,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,265000.0,70.0,2,2,67.0,42,55-64
14154,Not Hispanic or Latino,White,Male,1,2,2,31,405000.0,,2,2,,,45-54
14155,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,215000.0,57.0,2,2,175.0,<20%,45-54
14156,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,235000.0,65.0,2,2,103.0,20%-<30%,35-44
14157,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,275000.0,,2,2,,,45-54
14158,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,455000.0,85.0,2,2,103.0,30%-<36%,65-74
14159,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,185000.0,36.0,2,2,65.0,30%-<36%,65-74
14160,Ethnicity Not Available,Race Not Available,Female,1,2,3,31,675000.0,,2,2,,,55-64
14161,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,385000.0,75.0,2,2,82.0,37,65-74
14162,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,115000.0,59.0,2,2,115.0,30%-<36%,45-54
14163,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,395000.0,71.0,2,2,140.0,48,65-74
14164,Ethnicity Not Available,Race Not Available,Female,1,2,1,31,335000.0,70.0,2,2,246.0,44,45-54
14165,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,245000.0,70.0,2,2,61.0,45,45-54
14166,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,445000.0,,2,2,,,55-64
14167,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,295000.0,85.0,2,2,63.0,50%-60%,35-44
14168,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,555000.0,,2,2,,,45-54
14169,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,325000.0,46.0,2,2,90.0,30%-<36%,55-64
14170,Ethnicity Not Available,Race Not Available,Male,1,2,2,31,455000.0,,2,2,,,35-44
14171,Not Hispanic or Latino,Black or African American,Female,1,2,3,32,705000.0,100.0,2,2,223.0,30%-<36%,55-64
14172,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,305000.0,77.0,2,2,73.0,40,55-64
14173,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,195000.0,53.0,2,2,40.0,38,65-74
14174,Not Hispanic or Latino,White,Female,1,2,1,1,155000.0,80.0,2,2,122.0,46,55-64
14175,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,285000.0,85.0,2,2,110.0,44,55-64
14176,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,185000.0,76.0,2,2,39.0,30%-<36%,65-74
14177,Not Hispanic or Latino,Black or African American,Male,1,2,2,31,225000.0,76.0,2,2,112.0,20%-<30%,35-44
14178,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,305000.0,,2,2,,,35-44
14179,Not Hispanic or Latino,Black or African American,Male,1,2,2,31,245000.0,,2,2,,,35-44
14180,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,365000.0,,2,2,,,35-44
14181,Not Hispanic or Latino,White,Male,1,2,1,31,595000.0,79.0,2,2,190.0,30%-<36%,55-64
14182,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,215000.0,76.0,2,2,83.0,50%-60%,35-44
14183,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,295000.0,42.0,2,2,65.0,>60%,35-44
14184,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,205000.0,60.0,2,2,50.0,50%-60%,45-54
14185,Ethnicity Not Available,Race Not Available,Female,1,2,1,32,255000.0,39.0,2,2,59.0,30%-<36%,>74
14186,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,225000.0,27.0,2,2,38.0,45,65-74
14187,Not Hispanic or Latino,White,Male,1,2,1,32,505000.0,53.0,2,2,143.0,39,65-74
14188,Hispanic or Latino,White,Female,1,2,1,31,345000.0,46.0,2,2,250.0,47,55-64
14189,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,475000.0,75.0,2,2,84.0,50%-60%,65-74
14190,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,215000.0,,2,2,,,45-54
14191,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,455000.0,78.0,2,2,129.0,30%-<36%,45-54
14192,Not Hispanic or Latino,Race Not Available,Female,1,2,1,32,305000.0,80.0,2,2,83.0,45,55-64
14193,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,205000.0,62.0,2,2,104.0,30%-<36%,65-74
14194,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,365000.0,75.0,2,2,77.0,30%-<36%,>74
14195,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,365000.0,38.0,2,2,82.0,38,65-74
14196,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,155000.0,63.0,2,2,49.0,44,65-74
14197,Not Hispanic or Latino,White,Female,1,2,1,31,625000.0,95.0,2,2,131.0,43,25-34
14198,Not Hispanic or Latino,White,Male,1,2,1,31,315000.0,54.0,2,2,144.0,43,55-64
14199,Not Hispanic or Latino,White,Female,1,2,1,31,695000.0,77.0,2,2,141.0,46,55-64
14200,Not Hispanic or Latino,White,Male,1,2,1,31,405000.0,58.0,2,2,108.0,30%-<36%,35-44
14201,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,295000.0,63.0,2,2,64.0,40,55-64
14202,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,445000.0,67.0,2,2,77.0,47,55-64
14203,Hispanic or Latino,White,Male,1,2,1,32,515000.0,80.0,2,2,193.0,40,55-64
14204,Ethnicity Not Available,Black or African American,Male,1,2,1,32,345000.0,70.0,2,2,137.0,38,45-54
14205,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,275000.0,79.0,2,2,48.0,43,55-64
14206,Not Hispanic or Latino,White,Male,1,2,1,32,305000.0,60.0,2,2,67.0,46,45-54
14207,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,295000.0,,2,2,,,45-54
14208,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,205000.0,62.0,2,2,79.0,43,55-64
14209,Not Hispanic or Latino,White,Male,1,2,1,32,525000.0,80.0,2,2,132.0,20%-<30%,35-44
14210,Not Hispanic or Latino,Black or African American,Female,1,2,3,31,285000.0,,2,2,,,45-54
14211,Not Hispanic or Latino,White,Male,1,2,1,32,315000.0,71.0,2,2,87.0,40,45-54
14212,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,195000.0,50.0,2,2,82.0,48,55-64
14213,Not Hispanic or Latino,Race Not Available,Male,3,2,2,31,285000.0,,2,2,,,35-44
14214,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,215000.0,37.0,2,2,35.0,49,>74
14215,Not Hispanic or Latino,Black or African American,Male,1,2,3,31,365000.0,,2,2,,,65-74
14216,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,195000.0,60.0,2,2,44.0,43,65-74
14217,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,225000.0,,2,2,,,65-74
14218,Not Hispanic or Latino,White,Male,1,2,1,31,305000.0,71.0,2,2,71.0,39,25-34
14219,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,465000.0,73.0,2,2,91.0,37,55-64
14220,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,455000.0,69.0,2,2,148.0,30%-<36%,65-74
14221,Ethnicity Not Available,Race Not Available,Male,1,2,1,32,435000.0,72.0,2,2,132.0,37,45-54
14222,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,205000.0,69.0,2,2,67.0,30%-<36%,35-44
14223,Ethnicity Not Available,Race Not Available,Male,3,2,2,31,245000.0,,2,2,,,65-74
14224,Ethnicity Not Available,Race Not Available,Female,3,2,1,32,405000.0,80.0,2,2,154.0,20%-<30%,55-64
14225,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,135000.0,23.0,2,2,128.0,<20%,55-64
14226,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,345000.0,79.0,2,2,87.0,30%-<36%,35-44
14227,Not Hispanic or Latino,White,Male,1,2,2,32,645000.0,85.0,2,2,129.0,44,55-64
14228,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,275000.0,65.0,2,2,64.0,45,65-74
14229,Not Hispanic or Latino,White,Male,1,2,1,31,285000.0,77.0,2,2,149.0,30%-<36%,45-54
14230,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,255000.0,80.0,2,2,61.0,42,55-64
14231,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,275000.0,70.0,2,2,137.0,36,45-54
14232,Not Hispanic or Latino,Black or African American,Male,1,2,2,31,285000.0,,2,2,,,35-44
14233,Ethnicity Not Available,Black or African American,Male,1,2,1,31,145000.0,41.0,2,2,56.0,20%-<30%,55-64
14234,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,295000.0,80.0,2,2,56.0,50%-60%,>74
14235,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,295000.0,60.0,2,2,57.0,43,55-64
14236,Not Hispanic or Latino,Asian,Male,1,2,1,31,295000.0,80.0,2,2,100.0,20%-<30%,25-34
14237,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,375000.0,58.0,2,2,133.0,30%-<36%,55-64
14238,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,185000.0,52.0,2,2,48.0,39,45-54
14239,Not Hispanic or Latino,Black or African American,Male,3,2,3,31,305000.0,,2,2,,,45-54
14240,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,425000.0,70.0,2,2,68.0,46,>74
14241,Not Hispanic or Latino,Race Not Available,Male,1,2,2,32,285000.0,81.0,2,2,75.0,47,35-44
14242,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,255000.0,63.0,2,2,42.0,50%-60%,45-54
14243,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,565000.0,80.0,2,2,90.0,49,45-54
14244,Not Hispanic or Latino,Black or African American,Male,3,2,1,1,465000.0,90.0,2,2,133.0,30%-<36%,35-44
14245,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,225000.0,90.0,2,2,82.0,39,35-44
14246,Not Hispanic or Latino,Black or African American,Male,3,2,2,32,285000.0,81.0,2,2,57.0,>60%,45-54
14247,Not Hispanic or Latino,Black or African American,Female,3,2,2,1,135000.0,82.0,2,2,48.0,20%-<30%,55-64
14248,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,365000.0,85.0,2,2,97.0,41,35-44
14249,Ethnicity Not Available,Race Not Available,Male,1,2,1,1,135000.0,,2,1,,,45-54
14250,Ethnicity Not Available,White,Male,1,2,1,1,195000.0,,2,2,,,45-54
14251,Not Hispanic or Latino,Black or African American,Male,1,2,2,32,245000.0,72.0,2,2,52.0,49,45-54
14252,Hispanic or Latino,White,Male,1,2,1,1,355000.0,97.0,2,2,101.0,47,25-34
14253,Not Hispanic or Latino,Black or African American,Male,1,2,3,31,415000.0,,2,2,,,55-64
14254,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,75000.0,89.973,2,2,74.0,30%-<36%,35-44
14255,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,305000.0,123.094,2,2,225.0,37,35-44
14256,Not Hispanic or Latino,White,Male,1,2,1,32,475000.0,59.873,2,2,325.0,<20%,45-54
14257,Not Hispanic or Latino,White,Male,1,2,1,1,995000.0,62.477,2,2,354.0,30%-<36%,35-44
14258,Not Hispanic or Latino,Black or African American,Female,3,2,1,1,265000.0,102.647,2,2,55.0,45,35-44
14259,Ethnicity Not Available,Black or African American,Female,1,2,1,31,185000.0,100.0,2,2,63.0,30%-<36%,35-44
14260,Not Hispanic or Latino,White,Male,1,2,1,1,595000.0,95.0,2,2,95.0,44,35-44
14261,Not Hispanic or Latino,White,Male,1,2,1,1,525000.0,95.0,2,2,155.0,30%-<36%,25-34
14262,Not Hispanic or Latino,White,Male,1,1,1,1,665000.0,89.999,2,2,233.0,20%-<30%,25-34
14263,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,285000.0,101.37,2,2,55.0,40,35-44
14264,Not Hispanic or Latino,White,Male,1,2,1,31,845000.0,80.0,2,2,310.0,<20%,35-44
14265,Not Hispanic or Latino,White,Female,1,1,1,1,705000.0,80.0,2,2,244.0,20%-<30%,35-44
14266,Not Hispanic or Latino,White,Male,1,2,1,31,525000.0,91.579,2,2,155.0,20%-<30%,25-34
14267,Not Hispanic or Latino,Black or African American,Male,1,1,1,1,205000.0,80.1,2,2,83.0,30%-<36%,25-34
14268,Ethnicity Not Available,Race Not Available,Male,1,2,1,31,675000.0,79.068,2,2,683.0,20%-<30%,35-44
14269,Hispanic or Latino,White,Male,1,2,1,1,555000.0,90.0,2,2,115.0,30%-<36%,45-54
14270,Not Hispanic or Latino,White,Male,1,2,1,31,745000.0,72.524,2,2,240.0,20%-<30%,35-44
14271,Not Hispanic or Latino,White,Male,1,1,1,1,245000.0,75.0,2,2,123.0,47,35-44
14272,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,155000.0,37.605,2,2,154.0,<20%,45-54
14273,Not Hispanic or Latino,Black or African American,Male,3,2,2,1,295000.0,100.42761,2,2,65.0,50%-60%,25-34
14274,Not Hispanic or Latino,Black or African American,Male,1,2,2,1,395000.0,96.49987,2,2,95.0,38,35-44
14275,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,255000.0,69.272,2,2,121.0,20%-<30%,25-34
14276,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,245000.0,70.588,2,2,65.0,42,35-44
14277,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,2,2,31,605000.0,,2,2,,,25-34
14278,Not Hispanic or Latino,Black or African American,Male,3,2,2,32,215000.0,73.684,2,2,52.0,>60%,45-54
14279,Not Hispanic or Latino,Black or African American,Male,1,2,3,2,325000.0,100.0,2,2,101.0,46,25-34
14280,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,365000.0,86.51,2,2,99.0,50%-60%,25-34
14281,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,655000.0,96.5,2,2,163.0,50%-60%,35-44
14282,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,365000.0,90.0,2,2,102.0,39,35-44
14283,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,605000.0,96.5,2,2,112.0,50%-60%,35-44
14284,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,275000.0,79.513,2,2,97.0,30%-<36%,45-54
14285,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,275000.0,80.773,2,2,0.0,,45-54
14286,Not Hispanic or Latino,Black or African American,Male,1,2,2,31,435000.0,,2,2,,,25-34
14287,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,505000.0,73.406,2,2,116.0,38,45-54
14288,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,375000.0,67.455,2,2,,,45-54
14289,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,545000.0,74.306,2,2,106.0,40,45-54
14290,Not Hispanic or Latino,Black or African American,Male,1,2,2,1,845000.0,96.5,2,2,176.0,50%-60%,45-54
14291,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,215000.0,,2,2,,,45-54
14292,Not Hispanic or Latino,Black or African American,Male,1,2,2,2,155000.0,108.94,2,2,67.0,50%-60%,25-34
14293,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,325000.0,95.0,2,2,72.0,41,25-34
14294,Not Hispanic or Latino,Black or African American,Female,1,2,3,1,505000.0,100.0,2,2,115.0,48,55-64
14295,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,745000.0,90.0,2,2,300.0,20%-<30%,45-54
14296,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,345000.0,,2,2,,,25-34
14297,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,695000.0,90.733,2,2,148.0,48,45-54
14298,Not Hispanic or Latino,Black or African American,Male,1,2,2,1,295000.0,96.5,2,2,65.0,50%-60%,25-34
14299,Not Hispanic or Latino,Asian,Female,1,2,2,31,565000.0,96.024,2,2,,,35-44
14300,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,315000.0,68.478,2,2,110.0,30%-<36%,35-44
14301,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,545000.0,90.0,2,2,153.0,43,55-64
14302,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,245000.0,64.932,2,2,,,55-64
14303,Ethnicity Not Available,Race Not Available,Female,1,2,2,31,275000.0,,2,2,,,55-64
14304,Not Hispanic or Latino,White,Male,1,2,3,31,295000.0,89.241,2,2,,,45-54
14305,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,375000.0,,2,2,,,55-64
14306,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,445000.0,80.0,2,2,132.0,40,35-44
14307,Hispanic or Latino,White,Male,1,2,1,31,365000.0,82.0,2,2,85.0,43,25-34
14308,Ethnicity Not Available,Race Not Available,Female,1,2,1,31,215000.0,74.649,2,2,125.0,49,25-34
14309,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,315000.0,66.667,2,2,125.0,49,25-34
14310,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,335000.0,87.662,2,2,104.0,30%-<36%,25-34
14311,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,325000.0,75.0,2,2,69.0,36,25-34
14312,Not Hispanic or Latino,Asian,Female,1,2,1,1,485000.0,74.576,2,2,260.0,30%-<36%,25-34
14313,Not Hispanic or Latino,White,Male,1,2,1,31,615000.0,74.847,2,2,196.0,20%-<30%,35-44
14314,Ethnicity Not Available,Black or African American,Male,3,2,2,1,685000.0,96.5,2,2,144.0,42,25-34
14315,Not Hispanic or Latino,Asian,Male,1,2,2,1,545000.0,95.0,2,2,92.0,49,25-34
14316,Ethnicity Not Available,Asian,Female,3,2,1,2,185000.0,36.735,2,2,44.0,50%-60%,65-74
14317,Not Hispanic or Latino,Black or African American,Male,3,2,2,1,495000.0,96.5,2,2,98.0,>60%,25-34
14318,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,325000.0,67.28,2,2,117.0,43,>74
14319,Not Hispanic or Latino,Asian,Male,1,2,1,1,405000.0,80.0,2,2,136.0,30%-<36%,35-44
14320,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,355000.0,101.033,2,2,80.0,40,25-34
14321,Not Hispanic or Latino,Black or African American,Female,3,2,2,1,215000.0,96.5,2,2,70.0,40,45-54
14322,Not Hispanic or Latino,White,Female,1,2,1,1,465000.0,80.0,2,2,73.0,47,35-44
